"Unnamed..0","Company","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price","Ram_Numeric"
449,"Microsoft","Ultrabook","13.5","Touchscreen 2256x1504","Intel Core i7 7660U 2.5GHz","16GB","512GB SSD","Intel Iris Plus Graphics 640","Windows 10 S","1.25kg",137941.92,16
450,"HP","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.91kg",31381.92,8
451,"Dell","Workstation","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz","16GB","256GB SSD","Nvidia Quadro M620","Windows 10","2.17kg",105228,16
452,"HP","Workstation","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","2.31kg",81731.52,8
453,"Lenovo","Notebook","14","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.65kg",71661.6,8
454,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.36kg",52161.12,8
455,"Dell","2 in 1 Convertible","11.6","Touchscreen 1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","500GB HDD","Intel HD Graphics 405","Windows 10","1.47kg",25521.12,4
456,"Dell","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.7GHz","8GB","1TB HDD","Nvidia GeForce GTX 1060","Windows 10","4.42kg",109010.88,8
457,"Microsoft","Ultrabook","13.5","Touchscreen 2256x1504","Intel Core M m3-7Y30 2.2GHz","4GB","128GB SSD","Intel HD Graphics 615","Windows 10 S","1.252kg",52693.92,4
458,"Microsoft","Ultrabook","33.5","Touchscreen 2256x1504","Intel Core i7 7660U 2.5GHz","8GB","256GB SSD","Intel Iris Plus Graphics 640","Windows 10 S","1.25kg",95850.72,8
459,"HP","Notebook","17.3","1600x900","Intel Core i3 6006U 2GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.5kg",34093.872,8
460,"Acer","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","2.23kg",28984.32,4
461,"Acer","Netbook","11.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","128GB SSD","Intel HD Graphics 400","Windows 10","1.4kg",23176.8,4
462,"Asus","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.37kg",39906.72,8
463,"Lenovo","Notebook","14","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","AMD Radeon R7 M460","No OS","1.5kg",42570.72,8
464,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz","8GB","256GB SSD","Nvidia Quadro M2200M","Windows 10","2.67kg",111355.2,8
465,"Asus","Notebook","15.6","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","500GB HDD","Intel HD Graphics 500","Windows 10","2kg",16197.12,4
466,"Acer","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Nvidia GeForce GTX 940MX","Windows 10","2.2kg",24988.32,4
467,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","2TB HDD","AMD Radeon 530","Windows 10","2.02kg",40439.52,8
468,"HP","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","1TB HDD","Nvidia GeForce GTX 1060","Windows 10","3.78kg",90522.72,12
469,"Lenovo","Ultrabook","14","IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz","12GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.4kg",98994.24,12
470,"HP","2 in 1 Convertible","13.3","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz","8GB","512GB SSD","Intel UHD Graphics 620","Windows 10","1.29kg",106506.72,8
471,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","500GB HDD","AMD FirePro W4190M ","Windows 10","1.9kg",61485.12,8
472,"Google","Ultrabook","12.3","Touchscreen 2400x1600","Intel Core i5 7Y57 1.2GHz","8GB","128GB SSD","Intel HD Graphics 615","Chrome OS","1.1kg",67932,8
473,"Dell","Ultrabook","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.42kg",98133.768,8
474,"Asus","Notebook","15.6","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz","12GB","128GB SSD +  1TB HDD","Intel HD Graphics 530","Windows 10","2.06kg",69210.72,12
475,"Dell","Notebook","14","1366x768","Intel Core i3 6100U 2.3GHz","8GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.79kg",39427.2,8
476,"Dell","Workstation","?","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia Quadro M1200","Windows 10","1.78kg",128298.24,8
477,"Lenovo","Notebook","14","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","180GB SSD","Intel HD Graphics 620","Windows 10","1.7kg",72673.92,8
479,"Toshiba","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.05kg",89084.16,8
480,"Dell","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","512GB SSD","Nvidia GeForce 940MX","Windows 10","2.16kg",67239.36,8
481,"Dell","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.18kg",31254.048,4
482,"HP","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","128GB SSD","Intel UHD Graphics 620","Windows 10","1.49kg",38681.28,4
483,"Chuwi","Notebook","15.6","Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz","4GB","64GB Flash Storage","Intel HD Graphics","Windows 10","1.89kg",13261.392,4
484,"Lenovo","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","2.3kg",30103.2,4
485,"Lenovo","Notebook","14","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.75kg",55890.72,8
486,"Dell","Workstation","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz","16GB","512GB SSD","Nvidia Quadro M620","Windows 10","2.17kg",124568.64,16
487,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.06kg",101178.72,16
488,"Lenovo","Ultrabook","12.5","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.36kg",95797.44,16
489,"Asus","Ultrabook","12.5","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","0.91kg",103896,16
490,"Lenovo","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","2.3kg",53918.8272,8
491,"Toshiba","Ultrabook","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","32GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.05kg",149130.72,32
492,"Asus","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","1.99kg",71928,8
493,"Acer","Notebook","15.6","1366x768","AMD A10-Series 9620P 2.5GHz","8GB","1TB HDD","AMD Radeon RX 540","Windows 10","2.2kg",30849.12,8
494,"Asus","Gaming","17.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6700HQ 2.6GHz","24GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 965M","Windows 10","4.33kg",67612.32,24
495,"Lenovo","Ultrabook","12.5","IPS Panel 1366x768","Intel Core i5 6200U 2.3GHz","8GB","180GB SSD","Intel HD Graphics 520","Windows 10","1.3kg",58554.72,8
496,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","2.17kg",47893.392,8
497,"HP","Notebook","14","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","1TB SSD","Intel HD Graphics 620","Windows 10","1.48kg",93186.72,8
498,"Lenovo","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.4kg",50562.72,8
499,"Lenovo","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.3kg",48538.08,8
500,"Asus","Netbook","11.6","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","64GB Flash Storage","Intel HD Graphics 500","Windows 10 S","1.2kg",18115.2,4
501,"HP","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","AMD Radeon 520","Windows 10","1.91kg",32979.7872,8
502,"Lenovo","2 in 1 Convertible","13.9","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.4kg",85194.72,8
503,"Lenovo","Notebook","14","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","500GB HDD","Intel HD Graphics 500","Windows 10","2.1kg",15930.72,4
504,"Lenovo","Netbook","11.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB SSD","Intel HD Graphics 400","Chrome OS","1.25kg",14119.2,4
505,"Lenovo","Notebook","13.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.44kg",50562.72,8
506,"Asus","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD +  1TB HDD","Intel HD Graphics 620","Windows 10","2kg",65214.72,8
507,"Acer","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","1TB HDD","Nvidia GeForce MX150","Windows 10","2.2kg",32660.64,4
508,"HP","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.34kg",70489.44,8
509,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","No OS","2.4kg",61218.72,8
510,"Dell","Ultrabook","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.29kg",47898.72,8
511,"Acer","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","4GB","500GB HDD","Nvidia GeForce 940MX","Windows 10","2.2kg",34045.92,4
512,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.18kg",44542.08,8
513,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","256GB SSD +  2TB HDD","AMD Radeon 530","Windows 10","2.2kg",64961.1072,16
514,"Xiaomi","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","256GB SSD","Nvidia GeForce MX150","No OS","1.95kg",74589.336,16
515,"Asus","Netbook","11.6","1366x768","Intel Celeron Dual Core N3350 1.1GHz","2GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.1kg",13053.6,2
516,"HP","Notebook","15.6","Touchscreen 1366x768","Intel Core i5 8250U 1.6GHz","4GB","1TB HDD","Intel UHD Graphics 620","Windows 10","2.04kg",27783.9216,4
517,"Asus","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","24GB","512GB SSD","Nvidia GeForce GTX1080","Windows 10","2.24kg",158135.04,24
518,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","2.04kg",47365.92,8
519,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX1050 Ti","Windows 10","3kg",80133.12,16
520,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","3.2kg",74538.72,8
521,"HP","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.32kg",74538.72,8
522,"Dell","Notebook","14","Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.64kg",68184.0144,8
523,"HP","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.63kg",36709.92,4
524,"Dell","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Linux","2.8kg",47365.92,8
525,"Lenovo","Notebook","24","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","2.02kg",71395.2,8
526,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","4GB","1TB HDD","Nvidia GeForce 920MX","Windows 10","2.2kg",42570.72,4
527,"Lenovo","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","8GB","2TB HDD","Nvidia GeForce 920MX ","No OS","2.2kg",24455.52,8
528,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","AMD Radeon R5 M430","Windows 10","2.3kg",31168.8,4
529,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.9kg",73366.56,8
530,"Dell","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg",160520.3856,16
531,"Toshiba","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.0kg",45820.8,8
532,"Asus","Notebook","15.6","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2kg",69210.72,8
533,"Mediacom","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Celeron Quad Core N3450 1.1GHz","4GB","32GB SSD","Intel HD Graphics 500","Windows 10","1.2kg",19660.32,4
534,"Asus","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.3kg",87858.72,8
535,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","1.93kg",72940.32,8
536,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","AMD Radeon 530","Windows 10","2.2kg",42486.0048,8
537,"HP","Notebook","15.6","Full HD 1920x1080","Intel Pentium Quad Core N3710 1.6GHz","4GB","256GB SSD","Intel HD Graphics 405","Windows 10","1.86kg",21258.1872,4
538,"HP","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.62kg",95850.72,12
539,"Lenovo","Notebook","14","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","1.87kg",45767.52,8
540,"Dell","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.2kg",74538.72,8
541,"Dell","Notebook","14","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.6kg",39207.1536,4
542,"HP","Ultrabook","13.3","IPS Panel Quad HD+ 3200x1800","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.34kg",61005.6,8
543,"Acer","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Linux","2.4kg",42517.44,8
544,"Asus","Notebook","15.6","1366x768","AMD E-Series 7110 1.8GHz","4GB","500GB HDD","AMD Radeon R2 Graphics","Windows 10","2kg",18594.72,4
545,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","2.1kg",37589.04,4
546,"Lenovo","Notebook","14","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.87kg",41824.8,4
547,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","1TB HDD","Intel HD Graphics 520","No OS","2.15kg",24634.008,4
548,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.86kg",21152.16,4
549,"Lenovo","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.99kg",92121.12,8
550,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","2.2kg",26586.72,4
551,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.9kg",59513.2272,8
552,"Dell","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg",143802.72,16
553,"HP","Notebook","17.3","1600x900","Intel Core i3 6006U 2GHz","8GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.65kg",28992.312,8
554,"HP","Notebook","17.3","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce 930MX","Windows 10","2.63kg",68198.4,8
555,"Asus","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","500GB HDD","Intel HD Graphics 500","Linux","2kg",11934.72,4
556,"Mediacom","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz","4GB","32GB Flash Storage","Intel HD Graphics","Windows 10","1.35kg",13586.4,4
557,"Lenovo","Notebook","17.3","1600x900","Intel Core i7 7500U 2.7GHz","6GB","128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10","2.8kg",50562.72,6
558,"HP","Notebook","15.6","IPS Panel Full HD 1920x1080","AMD A10-Series A10-9620P 2.5GHz","6GB","128GB SSD","AMD Radeon 530","Windows 10","1.91kg",30310.992,6
559,"Dell","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon R5 M420","Windows 10","2.18kg",32921.712,4
560,"Acer","2 in 1 Convertible","11.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Celeron Dual Core N3350 2.0GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.25kg",18594.72,4
561,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i3 7130U 2.7GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","2.05kg",33566.4,4
562,"HP","Ultrabook","13.3","IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core M 6Y75 1.2GHz","16GB","512GB SSD","Intel HD Graphics 515","Windows 10","1.16kg",104695.2,16
563,"Lenovo","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia Quadro M620M","Windows 10","3.4kg",159786.72,8
564,"Asus","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.5kg",44701.92,8
565,"Dell","Ultrabook","13.3","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i5 8250U 1.6GHz","8GB","128GB SSD","Intel UHD Graphics 620","Windows 10","1.21kg",85194.72,8
566,"Dell","Notebook","15.6","1366x768","Intel Core i5 7300U 2.6GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.93kg",51095.52,4
568,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Pentium Quad Core N4200 1.1GHz","4GB","500GB HDD","Intel HD Graphics 505","Windows 10","2.2kg",18328.32,4
569,"Lenovo","Notebook","14","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.02kg",52747.2,4
570,"HP","Workstation","17.3","1600x900","Intel Core i5 7440HQ 2.8GHz","8GB","500GB HDD","Nvidia Quadro M1200","Windows 10","3.14kg",99153.5472,8
571,"HP","Notebook","14","1366x768","Intel Pentium Quad Core N3710 1.6GHz","8GB","2TB HDD","Intel HD Graphics 405","Windows 10","1.94kg",20725.92,8
572,"HP","Notebook","15.6","IPS Panel Full HD 1920x1080","AMD A9-Series A9-9420 3GHz","6GB","256GB SSD","AMD Radeon 530","Windows 10","1.95kg",34578.72,6
573,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.3kg",44222.4,8
574,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.05kg",36496.8,4
575,"Mediacom","Notebook","14","Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz","4GB","32GB SSD","Intel HD Graphics","Windows 10","1.4kg",13266.72,4
576,"Toshiba","Ultrabook","14","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.24kg",99367.2,16
577,"Lenovo","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","32GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.6kg",141884.64,32
578,"MSI","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.14kg",145401.12,16
579,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","AMD Radeon R5 M430","Linux","2.2kg",39907.2528,8
580,"Mediacom","Notebook","14","IPS Panel Full HD 1920x1080","Intel Celeron Quad Core N3450 1.1GHz","4GB","32GB SSD","Intel HD Graphics 500","Windows 10","1.45kg",20725.92,4
581,"Dell","Notebook","15.6","1366x768","Intel Core i5 7300U 2.6GHz","8GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.9kg",53733.9456,8
582,"HP","Notebook","13.3","Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.49kg",38308.32,4
583,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","16GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","1.93kg",81912.1392,16
584,"Dell","Netbook","11.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.26kg",15717.6,4
